[NOTICE] time[2015-05-09 10:00:30] method[GET] remoteIP[::1] requestURI[/watcher] classPath[/Users/zhangyuri/站点/app/watcher/action/Auth.php] 
[NOTICE] time[2015-05-09 10:02:06] method[GET] remoteIP[::1] requestURI[/watcher] classPath[/Users/zhangyuri/站点/app/watcher/action/Auth.php] 
[NOTICE] time[2015-05-09 10:02:35] method[GET] remoteIP[::1] requestURI[/watcher] classPath[/Users/zhangyuri/站点/app/watcher/action/Auth.php] 
[NOTICE] time[2015-05-09 10:03:22] method[GET] remoteIP[::1] requestURI[/watcher] classPath[/Users/zhangyuri/站点/app/watcher/action/Auth.php] 
[NOTICE] time[2015-05-09 10:05:10] method[GET] remoteIP[::1] requestURI[/watcher] auth[success] 
[NOTICE] time[2015-05-09 10:05:17] method[GET] remoteIP[::1] requestURI[/watcher] auth[success] 
[NOTICE] time[2015-05-09 10:05:27] method[GET] remoteIP[::1] requestURI[/watcher] auth[success] 
[NOTICE] time[2015-05-09 10:05:31] method[GET] remoteIP[::1] requestURI[/watcher] auth[fail] 
[NOTICE] time[2015-05-09 10:05:33] method[GET] remoteIP[::1] requestURI[/watcher] auth[success] 
[NOTICE] time[2015-05-09 17:49:59] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:50:11] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:50:24] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:52:38] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:53:19] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:53:24] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:54:12] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:54:47] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:54:49] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:54:51] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:57:17] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 17:59:05] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:00:12] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:00:26] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:00:33] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:01:38] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:02:49] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:02:58] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:07:05] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:07:08] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:16:51] method[GET] remoteIP[::1] requestURI[/watcher/country] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:16:54] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:51:14] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:51:26] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:54:13] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:54:19] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 18:55:41] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 19:07:56] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 20:14:44] method[POST] remoteIP[::1] requestURI[/watcher/country] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 20:14:49] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:09:44] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:10:59] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:11:07] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:11:40] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:11:46] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:12:41] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:12:49] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:13:00] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:13:07] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:13:17] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:13:40] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:13:56] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:14:18] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:14:31] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:15:50] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:15:57] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:16:01] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:16:19] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:16:25] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:16:28] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:16:41] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:17:01] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:17:09] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:19:04] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:19:16] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:59:31] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:59:53] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 22:59:58] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:01] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:06] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:10] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:14] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:23] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:32] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:35] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:39] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:00:51] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:01:58] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:05:40] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:06:07] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:08:31] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:09:01] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:09:58] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:12:27] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:16:39] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:17:04] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:17:57] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:18:09] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:18:19] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:18:45] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:19:00] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:20:28] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:22:37] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:29:24] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:29:41] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:29:53] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:31:34] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:33:25] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:33:38] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:37:43] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:39:44] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:41:47] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:42:52] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:44:19] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:44:37] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:45:06] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:45:14] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:45:17] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:45:40] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:47:47] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:48:44] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:48:50] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:48:54] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:49:24] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:50:11] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:51:00] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:51:50] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:51:56] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:54:09] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:54:18] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:56:01] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:56:18] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:56:29] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:57:03] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:57:27] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:58:51] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-09 23:58:53] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:01:31] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:01:36] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:01:51] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:03:49] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:04:16] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:06:22] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:06:38] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:06:50] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:07:36] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:08:15] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:10:14] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:10:24] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:10:51] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:10:58] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:10:59] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:11:07] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:11:26] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:11:36] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:11:45] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:12:02] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:12:09] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:13:03] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:13:31] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:13:48] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:15:29] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:15:45] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:16:48] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:16:54] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:17:52] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:18:06] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:19:55] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:01] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:12] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:50] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:51] method[GET] remoteIP[::1] requestURI[/watcher/country?topic=%E6%B5%B7%E9%9F%B5] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:53] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:54] method[GET] remoteIP[::1] requestURI[/watcher/country?topic=%E5%8E%A6%E9%97%A8%E5%A4%A7%E5%AD%A6] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:56] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:20:58] method[GET] remoteIP[::1] requestURI[/watcher/country?topic=test] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:21:00] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:21:19] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:21:41] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:22:24] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:23:28] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:23:34] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:24:27] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:24:30] method[GET] remoteIP[::1] requestURI[/watcher/country?topic=%E6%B5%B7%E9%9F%B5] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:24:32] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:24:52] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:24:58] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:25:12] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:25:17] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:25:22] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:25:30] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
[NOTICE] time[2015-05-10 00:26:21] method[GET] remoteIP[::1] requestURI[/] auth[success] isDebug[1] 
